ticker,company_name,yahoo_symbol,active
IPTV,PT MNC Vision Networks Tbk,IPTV.JK,1
IRRA,PT Itama Ranoraya Tbk,IRRA.JK,1
IRSX,PT Folago Global Nusantara Tbk,IRSX.JK,1
ISAP,PT Isra Presisi Indonesia Tbk,ISAP.JK,1
ISAT,PT Indosat Ooredoo Hutchison Tbk,ISAT.JK,1
ISEA,PT Indo American Seafoods Tbk,ISEA.JK,1
ISSP,PT Steel Pipe Industry of Indonesia Tbk,ISSP.JK,1
ITIC,PT Indonesian Tobacco Tbk,ITIC.JK,1
ITMA,PT Sumber Energi Andalan Tbk,ITMA.JK,1
ITMG,PT Indo Tambangraya Megah Tbk,ITMG.JK,1
JARR,PT Jhonlin Agro Raya Tbk,JARR.JK,1
JAST,PT. Jasnita Telekomindo Tbk,JAST.JK,1
JATI,PT Informasi Teknologi Indonesia Tbk,JATI.JK,1
JAWA,PT Jaya Agra Wattie Tbk,JAWA.JK,1
JAYA,PT Armada Berjaya Trans Tbk,JAYA.JK,1
JECC,PT Jembo Cable Company Tbk,JECC.JK,1
JGLE,PT Graha Andrasentra Propertindo Tbk,JGLE.JK,1
JIHD,PT Jakarta International Hotels & Development Tbk,JIHD.JK,1
JKON,PT Jaya Konstruksi Manggala Pratama Tbk,JKON.JK,1
JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,JMAS.JK,1
JPFA,PT Japfa Comfeed Indonesia Tbk,JPFA.JK,1
JRPT,"PT Jaya Real Property, Tbk.",JRPT.JK,1
JSMR,PT Jasa Marga (Persero) Tbk,JSMR.JK,1
JSPT,PT Jakarta Setiabudi Internasional Tbk,JSPT.JK,1
JTPE,PT Jasuindo Tiga Perkasa Tbk,JTPE.JK,1
KAEF,PT Kimia Farma Tbk,KAEF.JK,1
KAQI,PT Jantra Grupo Indonesia Tbk,KAQI.JK,1
KARW,PT Meratus Jasa Prima Tbk,KARW.JK,1
KBAG,PT Karya Bersama Anugerah Tbk,KBAG.JK,1
KBLI,PT KMI Wire and Cable Tbk,KBLI.JK,1
KBLM,PT Kabelindo Murni Tbk,KBLM.JK,1
KBLV,PT First Media Tbk,KBLV.JK,1
KDSI,PT Kedawung Setia Industrial Tbk,KDSI.JK,1
KDTN,PT Puri Sentul Permai Tbk,KDTN.JK,1
KEEN,PT Kencana Energi Lestari Tbk,KEEN.JK,1
KEJU,PT Mulia Boga Raya Tbk,KEJU.JK,1
KETR,PT Ketrosden Triasmitra,KETR.JK,1
KIAS,PT Keramika Indonesia Assosiasi Tbk,KIAS.JK,1
KICI,PT Kedaung Indah Can Tbk,KICI.JK,1
KIJA,PT Kawasan Industri Jababeka Tbk,KIJA.JK,1
KING,PT Hoffmen Cleanindo Tbk,KING.JK,1
KINO,PT Kino Indonesia Tbk,KINO.JK,1
KIOS,PT Kioson Komersial Indonesia Tbk,KIOS.JK,1
KJEN,PT Krida Jaringan Nusantara Tbk,KJEN.JK,1
KKES,PT Kusuma Kemindo Sentosa Tbk,KKES.JK,1
KKGI,PT Resource Alam Indonesia Tbk,KKGI.JK,1
KLAS,PT Pelayaran Kurnia Lautan Semesta Tbk,KLAS.JK,1
KLBF,PT Kalbe Farma Tbk.,KLBF.JK,1
KLIN,PT Klinko Karya Imaji Tbk,KLIN.JK,1
KMDS,"PT Kurniamitra Duta Sentosa, Tbk",KMDS.JK,1
KMTR,PT Kirana Megatara Tbk,KMTR.JK,1
KOBX,PT Kobexindo Tractors Tbk,KOBX.JK,1
KOCI,PT Kokoh Exa Nusantara Tbk,KOCI.JK,1
KOIN,PT Kokoh Inti Arebama Tbk,KOIN.JK,1
KOKA,PT Koka Indonesia Tbk,KOKA.JK,1
KONI,PT Perdana Bangun Pusaka Tbk,KONI.JK,1
KOPI,PT Mitra Energi Persada Tbk,KOPI.JK,1
KOTA,PT DMS Propertindo Tbk,KOTA.JK,1
KPIG,PT MNC Tourism Indonesia Tbk,KPIG.JK,1
KRAS,PT Krakatau Steel (Persero) Tbk,KRAS.JK,1
KREN,PT Quantum Clovera Investama Tbk,KREN.JK,1
KRYA,PT Bangun Karya Perkasa Jaya Tbk,KRYA.JK,1
KSIX,PT Kentanix Supra International Tbk,KSIX.JK,1
KUAS,PT Ace Oldfields Tbk,KUAS.JK,1
LABA,PT Green Power Group Tbk,LABA.JK,1
LABS,PT UBC Medical Indonesia Tbk,LABS.JK,1
LAJU,PT Jasa Berdikari Logistics Tbk,LAJU.JK,1
LAND,PT Trimitra Propertindo Tbk,LAND.JK,1
LAPD,PT Leyand International Tbk,LAPD.JK,1
LCKM,PT LCK Global Kedaton Tbk,LCKM.JK,1
LEAD,PT Logindo Samudramakmur Tbk.,LEAD.JK,1
LFLO,PT Imago Mulia Persada Tbk,LFLO.JK,1
LIFE,PT MSIG Life Insurance Indonesia Tbk,LIFE.JK,1
LINK,PT Link Net Tbk,LINK.JK,1
LION,PT Lion Metal Works Tbk,LION.JK,1
LIVE,PT Homeco Victoria Makmur Tbk,LIVE.JK,1
LMAX,PT Lupromax Pelumas Indonesia Tbk,LMAX.JK,1
LMPI,PT Langgeng Makmur Industri Tbk,LMPI.JK,1
LMSH,PT Lionmesh Prima Tbk,LMSH.JK,1
LOPI,PT Logisticsplus International Tbk,LOPI.JK,1
LPCK,PT Lippo Cikarang Tbk,LPCK.JK,1
LPGI,PT Lippo General Insurance Tbk,LPGI.JK,1
LPIN,PT Multi Prima Sejahtera Tbk,LPIN.JK,1
LPKR,PT Lippo Karawaci Tbk,LPKR.JK,1
LPLI,PT Star Pacific Tbk,LPLI.JK,1
LPPF,PT MDS Retailing Tbk,LPPF.JK,1
LPPS,PT Lenox Pasifik Investama Tbk,LPPS.JK,1
LRNA,PT Eka Sari Lorena Transport Tbk,LRNA.JK,1
LSIP,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,LSIP.JK,1
LTLS,PT Lautan Luas Tbk,LTLS.JK,1
LUCK,PT Sentral Mitra Informatika Tbk,LUCK.JK,1
LUCY,PT Lima Dua Lima Tiga Tbk,LUCY.JK,1
MAHA,PT Mandiri Herindo Adiperkasa Tbk,MAHA.JK,1
MAIN,PT Malindo Feedmill Tbk,MAIN.JK,1
MANG,PT Manggung Polahraya Tbk,MANG.JK,1
MAPA,PT Map Aktif Adiperkasa Tbk,MAPA.JK,1
MAPB,PT Map Boga Adiperkasa Tbk,MAPB.JK,1
MAPI,PT. Mitra Adiperkasa Tbk,MAPI.JK,1
MARI,PT Mahaka Radio Integra Tbk,MARI.JK,1
MARK,PT Mark Dynamics Indonesia Tbk,MARK.JK,1
MASB,PT Bank Multiarta Sentosa Tbk,MASB.JK,1
MAXI,PT Maxindo Karya Anugerah Tbk,MAXI.JK,1
MAYA,PT Bank Mayapada Internasional Tbk,MAYA.JK,1
MBAP,PT Mitrabara Adiperdana Tbk,MBAP.JK,1
MBMA,PT Merdeka Battery Materials Tbk.,MBMA.JK,1
MBSS,PT Mitrabahtera Segara Sejati Tbk,MBSS.JK,1
MBTO,PT Martina Berto Tbk,MBTO.JK,1
MCAS,PT M Cash Integrasi Tbk,MCAS.JK,1
MCOL,PT Prima Andalan Mandiri Tbk,MCOL.JK,1
MCOR,PT Bank China Construction Bank Indonesia Tbk,MCOR.JK,1
MDIA,PT Intermedia Capital Tbk,MDIA.JK,1
MDIY,PT Daya Intiguna Yasa Tbk,MDIY.JK,1
MDKA,PT Merdeka Copper Gold Tbk,MDKA.JK,1
MDKI,PT Emdeki Utama Tbk,MDKI.JK,1
MDLA,PT Medela Potentia Tbk,MDLA.JK,1
MDLN,PT Modernland Realty Tbk,MDLN.JK,1
MDRN,PT Modern Internasional Tbk,MDRN.JK,1
MEDC,PT Medco Energi Internasional Tbk,MEDC.JK,1
MEDS,PT Hetzer Medical Indonesia Tbk,MEDS.JK,1
MEGA,PT Bank Mega Tbk,MEGA.JK,1
MEJA,PT Harta Djaya Karya Tbk,MEJA.JK,1
MENN,PT Menn Teknologi Indonesia Tbk,MENN.JK,1
MERI,PT Merry Riana Edukasi Tbk,MERI.JK,1
MERK,PT Merck Tbk,MERK.JK,1
MFMI,PT Multifiling Mitra Indonesia Tbk,MFMI.JK,1
MGLV,PT Panca Anugrah Wisesa Tbk,MGLV.JK,1
MGNA,PT Magna Investama Mandiri Tbk,MGNA.JK,1
MGRO,PT Mahkota Group Tbk,MGRO.JK,1
MHKI,PT Multi Hanna Kreasindo Tbk,MHKI.JK,1
MICE,PT Multi Indocitra Tbk,MICE.JK,1
MIDI,PT Midi Utama Indonesia Tbk,MIDI.JK,1
MIKA,PT Mitra Keluarga Karyasehat Tbk,MIKA.JK,1
MINA,PT Sanurhasta Mitra Tbk,MINA.JK,1
MINE,PT SINAR TERANG MANDIRI Tbk,MINE.JK,1
MIRA,PT Mitra International Resources Tbk,MIRA.JK,1
MITI,PT Mitra Investindo Tbk,MITI.JK,1
MKAP,PT Multikarya Asia Pasifik Raya Tbk,MKAP.JK,1
MKNT,PT Mitra Komunikasi Nusantara Tbk,MKNT.JK,1
MKPI,PT Metropolitan Kentjana Tbk,MKPI.JK,1
MKTR,PT Menthobi Karyatama Raya Tbk,MKTR.JK,1
MLBI,PT Multi Bintang Indonesia Tbk,MLBI.JK,1
MLIA,PT Mulia Industrindo Tbk,MLIA.JK,1
MLPL,PT Multipolar Tbk,MLPL.JK,1
MLPT,PT Multipolar Technology Tbk,MLPT.JK,1
MMIX,PT Multi Medika Internasional Tbk,MMIX.JK,1
MMLP,PT Mega Manunggal Property Tbk,MMLP.JK,1
MNCN,PT. Media Nusantara Citra Tbk,MNCN.JK,1
MOLI,PT Madusari Murni Indah Tbk,MOLI.JK,1
MORA,PT Mora Telematika Indonesia Tbk,MORA.JK,1
MPIX,PT Mitra Pedagang Indonesia Tbk,MPIX.JK,1
MPMX,PT Mitra Pinasthika Mustika Tbk,MPMX.JK,1
MPOW,PT Megapower Makmur Tbk,MPOW.JK,1
MPPA,PT Matahari Putra Prima Tbk,MPPA.JK,1
MPRO,PT Maha Properti Indonesia Tbk,MPRO.JK,1
MPXL,PT MPX Logistics International Tbk,MPXL.JK,1
MRAT,PT Mustika Ratu Tbk,MRAT.JK,1
MREI,PT Maskapai Reasuransi Indonesia Tbk,MREI.JK,1
MSIE,PT Multisarana Intan Eduka Tbk,MSIE.JK,1
MSIN,PT MNC Digital Entertainment Tbk,MSIN.JK,1
MSJA,PT Multi Spunindo Jaya Tbk,MSJA.JK,1
MSKY,PT MNC Sky Vision Tbk,MSKY.JK,1
MSTI,PT Mastersystem Infotama Tbk,MSTI.JK,1
MTDL,PT Metrodata Electronics Tbk,MTDL.JK,1
MTEL,PT Dayamitra Telekomunikasi Tbk.,MTEL.JK,1
MTFN,PT Capitalinc Investment Tbk,MTFN.JK,1
MTLA,PT Metropolitan Land Tbk,MTLA.JK,1
MTMH,PT Murni Sadar Tbk,MTMH.JK,1
MTPS,PT Meta Epsi Tbk.,MTPS.JK,1
MTSM,PT Metro Realty Tbk,MTSM.JK,1
MTWI,PT Malacca Trust Wuwungan Insurance Tbk,MTWI.JK,1
MUTU,PT Mutuagung Lestari Tbk,MUTU.JK,1
MYOH,PT Samindo Resources Tbk,MYOH.JK,1
MYOR,PT Mayora Indah Tbk,MYOR.JK,1
MYTX,PT Asia Pacific Investama Tbk,MYTX.JK,1
NAIK,PT Adiwarna Anugerah Abadi Tbk,NAIK.JK,1
NANO,PT Nanotech Indonesia Global Tbk,NANO.JK,1
NASA,PT Andalan Perkasa Abadi Tbk,NASA.JK,1
NASI,PT Wahana Inti Makmur Tbk,NASI.JK,1
NATO,PT Surya Permata Andalan Tbk,NATO.JK,1
NAYZ,PT Hassana Boga Sejahtera Tbk,NAYZ.JK,1
NCKL,PT Trimegah Bangun Persada Tbk,NCKL.JK,1
NELY,PT Pelayaran Nelly Dwi Putri Tbk,NELY.JK,1
NEST,PT Esta Indonesia Tbk,NEST.JK,1
NETV,PT MDTV Media Technologies Tbk,NETV.JK,1
NFCX,PT NFC Indonesia Tbk,NFCX.JK,1
NICE,PT Adhi Kartiko Pratama Tbk,NICE.JK,1
NICK,PT Charnic Capital Tbk,NICK.JK,1
NICL,PT PAM Mineral Tbk,NICL.JK,1
NIKL,PT Pelat Timah Nusantara Tbk,NIKL.JK,1
NINE,PT Techno9 Indonesia Tbk,NINE.JK,1
NIRO,PT City Retail Developments Tbk,NIRO.JK,1
NISP,PT Bank OCBC NISP Tbk,NISP.JK,1
NOBU,PT Bank Nationalnobu Tbk,NOBU.JK,1
NPGF,PT Nusa Palapa Gemilang Tbk,NPGF.JK,1
NRCA,PT Nusa Raya Cipta Tbk,NRCA.JK,1
NSSS,PT Nusantara Sawit Sejahtera Tbk,NSSS.JK,1
NTBK,PT Nusatama Berkah Tbk,NTBK.JK,1
NZIA,PT Nusantara Almazia Tbk,NZIA.JK,1
OASA,PT Maharaksa Biru Energi Tbk,OASA.JK,1
OBAT,PT Brigit Biofarmaka Technologi Tbk,OBAT.JK,1
OBMD,PT OBM Drilchem Tbk,OBMD.JK,1
OILS,PT Indo Oil Perkasa Tbk,OILS.JK,1
OKAS,PT Ancora Indonesia Resources Tbk,OKAS.JK,1
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,OLIV.JK,1
OMED,PT Jayamas Medica Industri Tbk,OMED.JK,1
OMRE,PT Indonesia Prima Property Tbk,OMRE.JK,1
OPMS,PT Optima Prima Metal Sinergi Tbk,OPMS.JK,1
PACK,PT Abadi Nusantara Hijau Investama Tbk,PACK.JK,1
PADA,PT Personel Alih Daya Tbk,PADA.JK,1
PADI,PT Minna Padi Investama Sekuritas Tbk,PADI.JK,1
PALM,PT Provident Investasi Bersama Tbk,PALM.JK,1
PAMG,PT Bima Sakti Pertiwi Tbk,PAMG.JK,1
PANI,PT Pantai Indah Kapuk Dua Tbk,PANI.JK,1
PANR,PT Panorama Sentrawisata Tbk,PANR.JK,1
PANS,PT Panin Sekuritas Tbk,PANS.JK,1
PART,PT Cipta Perdana Lancar Tbk,PART.JK,1
PBID,PT Panca Budi Idaman Tbk,PBID.JK,1
PBRX,PT Pan Brothers Tbk,PBRX.JK,1
PBSA,PT Paramita Bangun Sarana Tbk,PBSA.JK,1
PCAR,PT Prima Cakrawala Abadi Tbk,PCAR.JK,1
PDES,PT Destinasi Tirta Nusantara Tbk,PDES.JK,1
PDPP,PT Primadaya Plastisindo Tbk,PDPP.JK,1
PEGE,PT Panca Global Kapital Tbk,PEGE.JK,1
PEHA,PT Phapros Tbk,PEHA.JK,1
PEVE,PT. Penta Valent Tbk,PEVE.JK,1
PGAS,PT Perusahaan Gas Negara (Persero) Tbk,PGAS.JK,1
PGEO,PT Pertamina Geothermal Energy Tbk,PGEO.JK,1
PGJO,PT Bahtera Bumi Raya Tbk,PGJO.JK,1
PGLI,PT Pembangunan Graha Lestari Indah Tbk,PGLI.JK,1
PGUN,PT Pradiksi Gunatama Tbk,PGUN.JK,1
PICO,PT Pelangi Indah Canindo Tbk,PICO.JK,1
PIPA,PT. Multi Makmur Lemindo,PIPA.JK,1
PJAA,PT Pembangunan Jaya Ancol Tbk,PJAA.JK,1
PJHB,PT Pelayaran Jaya Hidup Baru TBK,PJHB.JK,1
PKPK,PT Paragon Karya Perkasa Tbk,PKPK.JK,1
PLAN,PT Planet Properindo Jaya Tbk,PLAN.JK,1
PLIN,PT Plaza Indonesia Realty Tbk,PLIN.JK,1
PMJS,PT Putra Mandiri Jembar Tbk,PMJS.JK,1
PMMP,PT Panca Mitra Multiperdana Tbk,PMMP.JK,1
PMUI,PT Prima Multi Usaha Indonesia Tbk,PMUI.JK,1
PNBN,PT Bank Pan Indonesia Tbk,PNBN.JK,1
PNBS,PT Bank Panin Dubai Syariah Tbk,PNBS.JK,1
PNGO,PT PINAGO UTAMA Tbk,PNGO.JK,1
PNIN,PT Paninvest Tbk,PNIN.JK,1
PNLF,PT Panin Financial Tbk,PNLF.JK,1
PNSE,PT Pudjiadi and Sons Tbk,PNSE.JK,1
POLA,PT Pool Advista Finance Tbk,POLA.JK,1
POLI,PT Pollux Hotels Group Tbk,POLI.JK,1
POLU,PT Golden Flower Tbk,POLU.JK,1
POLY,PT Asia Pacific Fibers Tbk,POLY.JK,1
PORT,PT Nusantara Pelabuhan Handal Tbk,PORT.JK,1
POWR,PT Cikarang Listrindo Tbk,POWR.JK,1
PPGL,PT Prima Globalindo Logistik Tbk,PPGL.JK,1
PPRE,PT PP Presisi Tbk,PPRE.JK,1
PPRI,PT Paperocks Indonesia Tbk,PPRI.JK,1
PPRO,PT Pembangunan Perumahan Properti Tbk,PPRO.JK,1
PRAY,PT Famon Awal Bros Sedaya Tbk,PRAY.JK,1
PRDA,PT Prodia Widyahusada Tbk,PRDA.JK,1
PRIM,PT Royal Prima Tbk,PRIM.JK,1
PSAB,PT J Resources Asia Pasifik Tbk,PSAB.JK,1
PSAT,PT Pancaran Samudera Transport Tbk,PSAT.JK,1
PSDN,PT Prasidha Aneka Niaga Tbk,PSDN.JK,1
PSGO,PT Palma Serasih Tbk,PSGO.JK,1
PSKT,PT Red Planet Indonesia Tbk,PSKT.JK,1
PSSI,PT IMC Pelita Logistik Tbk,PSSI.JK,1
PTBA,PT Bukit Asam (Persero) Tbk,PTBA.JK,1
PTDU,PT Djasa Ubersakti Tbk,PTDU.JK,1
PTIS,PT Indo Straits Tbk,PTIS.JK,1
PTMP,PT Mitra Pack Tbk,PTMP.JK,1
PTMR,PT Master Print Tbk,PTMR.JK,1
PTPP,PT PP (Persero) Tbk,PTPP.JK,1
PTPS,PT Pulau Subur Tbk,PTPS.JK,1
PTPW,PT Pratama Widya Tbk,PTPW.JK,1
PTRO,PT Petrosea Tbk,PTRO.JK,1
PTSN,PT Sat Nusapersada Tbk,PTSN.JK,1
PTSP,PT Pioneerindo Gourmet International Tbk,PTSP.JK,1
PUDP,PT Pudjiadi Prestige Tbk,PUDP.JK,1
PURA,PT Putra Rajawali Kencana Tbk,PURA.JK,1
PURI,PT Puri Global Sukses Tbk,PURI.JK,1
PWON,PT Pakuwon Jati Tbk,PWON.JK,1
PYFA,PT Pyridam Farma Tbk,PYFA.JK,1
PZZA,PT Sarimelati Kencana Tbk,PZZA.JK,1
RAAM,PT Tripar Multivision Plus Tbk,RAAM.JK,1
RAFI,PT Sari Kreasi Boga Tbk,RAFI.JK,1
RAJA,PT Rukun Raharja Tbk,RAJA.JK,1
RALS,PT Ramayana Lestari Sentosa Tbk,RALS.JK,1
RANC,PT Supra Boga Lestari Tbk,RANC.JK,1
RATU,PT Raharja Energi Cepu Tbk,RATU.JK,1
RBMS,PT Ristia Bintang Mahkotasejati Tbk,RBMS.JK,1
RCCC,PT Utama Radar Cahaya Tbk,RCCC.JK,1
RDTX,PT Roda Vivatex Tbk,RDTX.JK,1
REAL,PT Repower Asia Indonesia Tbk,REAL.JK,1
RELF,PT Graha Mitra Asia Tbk,RELF.JK,1
RELI,PT Reliance Sekuritas Indonesia Tbk,RELI.JK,1
RGAS,PT Kian Santang Muliatama Tbk,RGAS.JK,1
RICY,PT Ricky Putra Globalindo Tbk,RICY.JK,1
RIGS,PT Rig Tenders Indonesia Tbk,RIGS.JK,1
RISE,PT Jaya Sukses Makmur Sentosa Tbk,RISE.JK,1
RLCO,PT Abadi Lestari Indonesia Tbk,RLCO.JK,1
RMKE,PT RMK Energy Tbk,RMKE.JK,1
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,RMKO.JK,1
ROCK,PT Rockfields Properti Indonesia Tbk.,ROCK.JK,1
RODA,PT Pikko Land Development Tbk,RODA.JK,1
RONY,PT Aesler Grup Internasional Tbk,RONY.JK,1
ROTI,PT Nippon Indosari Corpindo Tbk,ROTI.JK,1
RSCH,PT Charlie Hospital Semarang Tbk,RSCH.JK,1
RSGK,PT Kedoya Adyaraya Tbk,RSGK.JK,1
RUIS,PT Radiant Utama Interinsco Tbk,RUIS.JK,1
RUNS,PT Global Sukses Solusi Tbk,RUNS.JK,1
SAFE,PT Steady Safe Tbk,SAFE.JK,1
SAGE,PT Saptausaha Gemilangindah Tbk,SAGE.JK,1
SAME,PT Sarana Meditama Metropolitan Tbk,SAME.JK,1
SAMF,"PT Saraswanti Anugerah Makmur, Tbk",SAMF.JK,1
SAPX,PT Satria Antaran Prima Tbk,SAPX.JK,1
SATU,PT Kota Satu Properti Tbk,SATU.JK,1
SBMA,PT Surya Biru Murni Acetylene Tbk,SBMA.JK,1
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,SCCO.JK,1
SCMA,PT Surya Citra Media Tbk,SCMA.JK,1
SCNP,PT Selaras Citra Nusantara Perkasa Tbk,SCNP.JK,1
SDMU,PT Sidomulyo Selaras Tbk,SDMU.JK,1
SDPC,PT Millennium Pharmacon International Tbk,SDPC.JK,1
SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,SDRA.JK,1
SEMA,PT Semacom Integrated Tbk,SEMA.JK,1
SFAN,PT Surya Fajar Capital Tbk,SFAN.JK,1
SGER,PT Sumber Global Energy Tbk,SGER.JK,1
SGRO,PT Prime Agri Resources Tbk,SGRO.JK,1
SHID,PT Hotel Sahid Jaya International Tbk,SHID.JK,1
SHIP,PT Sillo Maritime Perdana Tbk,SHIP.JK,1
SICO,PT Sigma Energy Compressindo Tbk,SICO.JK,1
SIDO,PT Industri Jamu dan Farmasi Sido Muncul Tbk,SIDO.JK,1
SILO,PT Siloam International Hospitals Tbk,SILO.JK,1
SIMP,PT Salim Ivomas Pratama Tbk,SIMP.JK,1
SINI,PT Singaraja Putra Tbk,SINI.JK,1
SIPD,PT Sreeya Sewu Indonesia Tbk,SIPD.JK,1
SKBM,PT Sekar Bumi Tbk,SKBM.JK,1
SKLT,PT Sekar Laut Tbk,SKLT.JK,1
SKRN,PT Superkrane Mitra Utama Tbk,SKRN.JK,1
SLIS,PT Gaya Abadi Sempurna Tbk,SLIS.JK,1
SMAR,PT Sinar Mas Agro Resources and Technology Tbk,SMAR.JK,1
SMBR,PT Semen Baturaja (Persero) Tbk,SMBR.JK,1
SMCB,PT Solusi Bangun Indonesia Tbk,SMCB.JK,1
SMDM,PT Suryamas Dutamakmur Tbk,SMDM.JK,1
SMDR,PT Samudera Indonesia Tbk,SMDR.JK,1
SMGA,PT Sumber Mineral Global Abadi Tbk,SMGA.JK,1
SMGR,PT Semen Indonesia (Persero) Tbk,SMGR.JK,1
SMIL,PT Sarana Mitra Luas Tbk,SMIL.JK,1
SMKL,PT Satyamitra Kemas Lestari Tbk,SMKL.JK,1
SMKM,PT Sumber Mas Konstruksi Tbk,SMKM.JK,1
SMLE,PT Sinergi Multi Lestarindo Tbk,SMLE.JK,1
SMMA,PT Sinar Mas Multiartha Tbk,SMMA.JK,1
SMMT,PT Golden Eagle Energy Tbk,SMMT.JK,1
SMRA,PT Summarecon Agung Tbk,SMRA.JK,1
SMSM,PT Selamat Sempurna Tbk,SMSM.JK,1
SNLK,PT Sunter Lakeside Hotel Tbk,SNLK.JK,1
SOCI,PT Soechi Lines Tbk,SOCI.JK,1
SOFA,PT Solusi Environment Asia Tbk,SOFA.JK,1
SOHO,PT Soho Global Health Tbk,SOHO.JK,1
SOLA,PT Xolare RCR Energy TBK,SOLA.JK,1
SONA,PT Sona Topas Tourism Industry Tbk,SONA.JK,1
SOSS,PT Shield On Service Tbk,SOSS.JK,1
SOTS,PT Satria Mega Kencana Tbk,SOTS.JK,1
SOUL,PT Mitra Tirta Buwana Tbk,SOUL.JK,1
SPMA,PT Suparma Tbk,SPMA.JK,1
SPRE,PT Soraya Berjaya Indonesia Tbk,SPRE.JK,1
SPTO,PT Surya Pertiwi Tbk,SPTO.JK,1
SQMI,PT Wilton Makmur Indonesia Tbk.,SQMI.JK,1
SRAJ,PT Sejahteraraya Anugrahjaya Tbk,SRAJ.JK,1
SRSN,PT Indo Acidatama Tbk,SRSN.JK,1
SRTG,PT Saratoga Investama Sedaya Tbk,SRTG.JK,1
SSIA,PT Surya Semesta Internusa Tbk,SSIA.JK,1
SSMS,PT Sawit Sumbermas Sarana Tbk.,SSMS.JK,1
SSTM,PT Sunson Textile Manufacturer Tbk,SSTM.JK,1
STAA,PT Sumber Tani Agung Resources Tbk,STAA.JK,1
STAR,PT Buana Artha Anugerah Tbk,STAR.JK,1
STRK,PT Lovina Beach Brewery Tbk,STRK.JK,1
STTP,PT Siantar Top Tbk,STTP.JK,1
SULI,PT SLJ Global Tbk,SULI.JK,1
SUNI,PT Sunindo Pratama Tbk,SUNI.JK,1
SUPA,PT Super Bank Indonesia Tbk,SUPA.JK,1
SUPR,PT Solusi Tunas Pratama Tbk,SUPR.JK,1
SURE,PT Super Energy Tbk,SURE.JK,1
SURI,PT Maja Agung Latexindo Tbk,SURI.JK,1
SWAT,PT Sriwahana Adityakarta Tbk,SWAT.JK,1
SWID,PT Saraswanti Indoland Development Tbk,SWID.JK,1
TALF,PT Tunas Alfin Tbk,TALF.JK,1
TAMA,PT Lancartama Sejati Tbk,TAMA.JK,1
TAMU,PT Pelayaran Tamarin Samudra Tbk,TAMU.JK,1
TAPG,PT Triputra Agro Persada Tbk,TAPG.JK,1
TARA,PT Agung Semesta Sejahtera Tbk,TARA.JK,1
TAXI,PT Express Transindo Utama Tbk,TAXI.JK,1
TAYS,PT Jaya Swarasa Agung Tbk,TAYS.JK,1
TBIG,PT Tower Bersama Infrastructure Tbk,TBIG.JK,1
TBLA,PT Tunas Baru Lampung Tbk,TBLA.JK,1
TBMS,PT Tembaga Mulia Semanan Tbk,TBMS.JK,1
TCID,PT. Mandom Indonesia Tbk,TCID.JK,1
TCPI,PT Transcoal Pacific Tbk,TCPI.JK,1
TEBE,PT Dana Brata Luhur Tbk,TEBE.JK,1
TELE,PT Omni Inovasi Indonesia Tbk,TELE.JK,1
TFAS,PT Telefast Indonesia Tbk,TFAS.JK,1
TFCO,PT Tifico Fiber Indonesia Tbk,TFCO.JK,1
TGKA,PT Tigaraksa Satria Tbk,TGKA.JK,1
TGRA,PT. Terregra Asia Energy Tbk,TGRA.JK,1
TGUK,PT Platinum Wahab Nusantara Tbk,TGUK.JK,1
TIFA,PT KDB Tifa Finance Tbk,TIFA.JK,1
TINS,PT TIMAH Tbk,TINS.JK,1
TIRA,PT Tira Austenite Tbk,TIRA.JK,1
TIRT,PT Tirta Mahakam Resources Tbk,TIRT.JK,1
TKIM,PT Pabrik Kertas Tjiwi Kimia Tbk,TKIM.JK,1
TLDN,PT Teladan Prima Agro Tbk,TLDN.JK,1
TLKM,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,TLKM.JK,1
TMAS,PT Temas Tbk.,TMAS.JK,1
TMPO,PT Tempo Inti Media Tbk,TMPO.JK,1
TNCA,PT Trimuda Nuansa Citra Tbk,TNCA.JK,1
TOBA,PT TBS Energi Utama Tbk,TOBA.JK,1
TOOL,PT Rohartindo Nusantara Luas Tbk,TOOL.JK,1
TOPS,PT Totalindo Eka Persada Tbk,TOPS.JK,1
TOSK,PT Topindo Solusi Komunika Tbk,TOSK.JK,1
TOTL,PT Total Bangun Persada Tbk,TOTL.JK,1
TOTO,PT Surya Toto Indonesia Tbk,TOTO.JK,1
TOWR,PT Sarana Menara Nusantara Tbk.,TOWR.JK,1
TPIA,PT Chandra Asri Pacific Tbk,TPIA.JK,1
TPMA,PT Trans Power Marine Tbk,TPMA.JK,1
TRGU,PT Cerestar Indonesia Tbk,TRGU.JK,1
TRIM,PT Trimegah Sekuritas Indonesia Tbk,TRIM.JK,1
TRIN,PT Perintis Triniti Properti Tbk,TRIN.JK,1
TRIS,PT Trisula International Tbk,TRIS.JK,1
TRJA,PT Transkon Jaya Tbk,TRJA.JK,1
TRON,PT Teknologi Karya Digital Nusa Tbk,TRON.JK,1
